User_ID,Age,Gender,Height_cm,Initial_Weight_kg,Initial_BMI,BMI_Category,Body_Fat_Category,Body_Fat_Percentage,Goal,Workout_Frequency,Average_Duration_Minutes,level,Badminton,Football,Basketball,Volleyball,Swim
511,49,Male,190,69,19.11,Normal,2.0,17.9,Muscle Gain,2,60,Beginner,0,0,0,0,0
512,17,Male,196,123,32.02,Obese,4.0,27.3,Weight Loss,4,45,Intermediate,0,0,1,0,1
513,34,Male,163,124,46.67,Obese,5.0,52.9,Weight Loss,3,90,Intermediate,0,1,1,0,0
514,48,Male,188,83,23.48,Normal,3.0,22.6,Muscle Gain,5,60,Advanced,1,0,0,0,0
515,27,Female,174,71,23.45,Normal,4.0,28.4,Muscle Gain,5,45,Advanced,1,0,0,1,1
516,37,Male,169,90,31.51,Obese,5.0,33.1,Weight Loss,5,60,Advanced,1,1,0,0,1
517,42,Male,151,85,37.28,Obese,5.0,37.4,Weight Loss,4,30,Advanced,0,1,0,1,0
518,41,Female,188,60,16.98,Underweight,3.0,18.8,Muscle Gain,4,30,Beginner,0,0,0,0,0
519,38,Male,155,71,29.55,Overweight,4.0,29.9,Weight Loss,3,60,Beginner,0,1,0,0,0
520,43,Female,166,78,28.31,Overweight,5.0,36.9,Weight Loss,3,45,Intermediate,1,0,1,0,0
521,29,Female,174,51,16.85,Underweight,3.0,21.1,Muscle Gain,3,60,Beginner,1,0,0,0,0
522,49,Female,177,86,27.45,Overweight,5.0,39.4,Weight Loss,4,45,Intermediate,0,0,0,1,0
523,17,Female,151,57,25.0,Overweight,4.0,25.8,Muscle Gain,5,90,Advanced,0,0,0,0,1
524,37,Female,184,60,17.72,Underweight,3.0,23.9,Muscle Gain,2,90,Beginner,1,0,1,0,0
525,22,Female,186,52,15.03,Underweight,2.0,15.1,Muscle Gain,5,90,Intermediate,0,0,0,1,0
526,44,Female,154,60,25.3,Overweight,5.0,33.3,Muscle Gain,4,45,Intermediate,0,0,0,1,0
527,33,Female,150,47,20.89,Normal,4.0,26.1,Muscle Gain,4,30,Intermediate,1,0,0,0,0
528,21,Male,189,85,23.8,Normal,3.0,19.7,Muscle Gain,2,45,Beginner,0,0,0,0,0
529,47,Male,161,46,17.75,Underweight,2.0,10.0,Muscle Gain,2,30,Intermediate,0,0,0,0,0
530,21,Male,185,62,18.12,Underweight,1.0,9.1,Muscle Gain,4,30,Intermediate,0,0,1,0,0
531,19,Male,194,114,30.29,Obese,4.0,26.9,Weight Loss,4,60,Intermediate,1,1,1,0,0
532,39,Female,172,125,42.25,Obese,5.0,57.3,Weight Loss,3,60,Intermediate,0,0,1,0,0
533,26,Male,196,61,15.88,Underweight,1.0,8.0,Muscle Gain,4,90,Beginner,1,0,0,0,0
534,26,Female,180,128,39.51,Obese,5.0,47.9,Weight Loss,5,45,Intermediate,0,0,0,0,0
535,35,Male,160,61,23.83,Normal,3.0,18.2,Muscle Gain,5,45,Advanced,0,0,0,0,0
536,33,Male,159,68,26.9,Overweight,3.0,22.5,Maintain,5,30,Advanced,0,0,0,0,1
537,37,Male,152,52,22.51,Normal,3.0,19.7,Muscle Gain,3,90,Advanced,0,0,0,1,0
538,30,Female,163,121,45.54,Obese,5.0,57.8,Weight Loss,3,60,Intermediate,0,0,1,0,1
539,25,Male,165,41,15.06,Underweight,1.0,3.9,Muscle Gain,4,90,Intermediate,0,0,0,0,0
540,17,Female,159,68,26.9,Overweight,5.0,33.9,Weight Loss,3,90,Intermediate,1,0,0,0,1
541,29,Female,178,124,39.14,Obese,5.0,47.1,Weight Loss,2,60,Beginner,0,0,0,0,1
542,20,Male,159,118,46.68,Obese,5.0,51.7,Weight Loss,3,45,Intermediate,1,0,0,0,0
543,17,Male,161,91,35.11,Obese,5.0,33.2,Weight Loss,3,45,Intermediate,0,0,0,0,0
544,48,Male,179,66,20.6,Normal,3.0,18.9,Maintain,3,60,Intermediate,1,0,0,0,0
545,44,Female,190,89,24.65,Normal,5.0,31.1,Muscle Gain,3,45,Advanced,1,0,0,1,0
546,47,Male,150,118,52.44,Obese,5.0,58.2,Weight Loss,3,45,Intermediate,1,1,1,0,0
547,24,Female,154,62,26.14,Overweight,5.0,32.6,Weight Loss,2,90,Beginner,0,0,0,1,1
548,42,Female,169,127,44.47,Obese,5.0,60.0,Weight Loss,4,90,Intermediate,0,0,1,0,1
549,19,Male,157,83,33.67,Obese,5.0,31.9,Weight Loss,4,60,Intermediate,1,1,0,0,0
550,28,Male,192,116,31.47,Obese,4.0,26.7,Weight Loss,4,60,Advanced,0,0,0,0,1
551,17,Female,161,61,23.53,Normal,4.0,27.9,Maintain,2,60,Beginner,0,1,0,0,0
552,21,Female,150,82,36.44,Obese,5.0,46.6,Weight Loss,3,30,Intermediate,1,0,0,0,0
553,46,Female,169,76,26.61,Overweight,5.0,36.3,Weight Loss,4,30,Intermediate,1,0,1,1,0
554,46,Male,177,100,31.92,Obese,5.0,34.0,Weight Loss,4,60,Intermediate,1,1,0,0,0
555,33,Female,192,95,25.77,Overweight,5.0,34.2,Weight Loss,4,60,Advanced,0,0,1,0,0
556,39,Male,186,42,12.14,Underweight,1.0,4.5,Muscle Gain,3,30,Intermediate,0,0,0,0,1
557,31,Female,196,102,26.55,Overweight,5.0,30.4,Maintain,5,90,Advanced,1,0,0,0,0
558,37,Female,186,58,16.76,Underweight,3.0,20.1,Muscle Gain,3,30,Advanced,0,0,0,0,1
559,30,Male,161,62,23.92,Normal,2.0,16.2,Muscle Gain,3,45,Advanced,0,0,0,0,0
560,18,Female,186,68,19.66,Normal,3.0,20.7,Muscle Gain,4,60,Intermediate,1,0,0,0,1
561,27,Male,198,69,17.6,Underweight,1.0,8.9,Muscle Gain,4,30,Intermediate,0,0,0,0,0
562,34,Male,198,78,19.9,Normal,2.0,11.2,Muscle Gain,3,30,Intermediate,0,0,0,0,1
563,46,Female,193,64,17.18,Underweight,3.0,21.3,Muscle Gain,3,45,Intermediate,0,0,0,0,0
564,31,Male,177,47,15.0,Underweight,1.0,4.1,Muscle Gain,4,60,Intermediate,0,0,0,0,1
565,43,Male,196,97,25.25,Overweight,4.0,24.5,Maintain,3,45,Intermediate,1,0,1,0,0
566,49,Female,164,55,20.45,Normal,5.0,30.0,Muscle Gain,2,60,Beginner,0,0,1,0,1
567,40,Male,155,111,46.2,Obese,5.0,48.7,Weight Loss,3,60,Intermediate,0,0,1,0,0
568,31,Male,193,40,10.74,Underweight,1.0,3.3,Muscle Gain,5,30,Intermediate,0,0,0,0,0
569,46,Male,169,44,15.41,Underweight,1.0,9.6,Muscle Gain,2,90,Beginner,0,0,0,0,0
570,33,Female,199,42,10.61,Underweight,2.0,10.0,Muscle Gain,5,30,Beginner,1,1,0,0,0
571,21,Male,163,104,39.14,Obese,5.0,35.9,Weight Loss,4,90,Intermediate,1,0,0,0,0
572,45,Female,151,43,18.86,Normal,4.0,24.4,Muscle Gain,5,60,Beginner,0,0,0,0,0
573,20,Female,158,103,41.26,Obese,5.0,53.3,Weight Loss,5,90,Intermediate,1,0,0,1,0
574,26,Male,186,128,37.0,Obese,5.0,37.5,Weight Loss,3,30,Intermediate,0,1,0,0,0
575,33,Male,169,49,17.16,Underweight,1.0,7.1,Muscle Gain,2,45,Beginner,0,1,1,0,0
576,26,Male,175,60,19.59,Normal,1.0,9.5,Muscle Gain,2,30,Beginner,1,0,0,0,0
577,33,Female,178,85,26.83,Overweight,5.0,33.0,Maintain,3,30,Intermediate,0,0,0,0,0
578,36,Male,150,66,29.33,Overweight,4.0,26.0,Weight Loss,4,60,Intermediate,0,1,0,1,0
579,40,Male,184,105,31.01,Obese,4.0,28.6,Weight Loss,3,45,Intermediate,0,0,0,0,0
580,21,Male,155,80,33.3,Obese,4.0,29.0,Weight Loss,3,60,Beginner,0,1,0,0,0
581,22,Male,186,52,15.03,Underweight,1.0,6.9,Muscle Gain,3,30,Intermediate,0,1,0,0,1
582,18,Male,154,48,20.24,Normal,2.0,14.2,Muscle Gain,5,45,Advanced,1,1,0,0,0
583,29,Female,182,75,22.64,Normal,4.0,26.5,Muscle Gain,2,60,Intermediate,0,0,0,0,0
584,27,Female,198,125,31.88,Obese,5.0,42.1,Weight Loss,2,45,Beginner,1,0,0,0,0
585,39,Male,163,129,48.55,Obese,5.0,53.3,Weight Loss,2,60,Advanced,1,1,1,0,1
586,32,Male,161,97,37.42,Obese,5.0,37.7,Weight Loss,5,60,Advanced,0,0,1,0,0
587,47,Male,191,93,25.49,Overweight,3.0,22.0,Maintain,4,90,Beginner,0,0,0,0,0
588,27,Male,169,51,17.86,Underweight,2.0,10.6,Muscle Gain,3,45,Intermediate,1,0,0,0,1
589,32,Female,199,120,30.3,Obese,5.0,41.1,Weight Loss,2,60,Advanced,0,0,0,1,1
590,24,Male,173,117,39.09,Obese,5.0,39.5,Weight Loss,3,90,Intermediate,0,0,1,0,0
591,20,Female,192,53,14.38,Underweight,2.0,13.3,Muscle Gain,2,60,Beginner,1,0,1,0,0
592,20,Female,183,73,21.8,Normal,4.0,25.4,Maintain,5,45,Advanced,0,0,0,0,1
593,41,Male,174,92,30.39,Obese,4.0,27.2,Weight Loss,4,60,Intermediate,0,0,1,0,0
594,19,Female,199,59,14.9,Underweight,2.0,17.1,Muscle Gain,3,60,Intermediate,1,0,0,1,0
595,48,Female,178,114,35.98,Obese,5.0,48.7,Weight Loss,5,60,Advanced,0,0,0,0,1
596,19,Female,188,55,15.56,Underweight,2.0,15.4,Muscle Gain,3,30,Intermediate,1,1,1,1,1
597,43,Female,180,109,33.64,Obese,5.0,45.2,Weight Loss,4,30,Intermediate,1,0,0,0,0
598,45,Male,196,95,24.73,Normal,3.0,23.0,Muscle Gain,5,90,Intermediate,1,0,0,0,0
599,48,Male,192,122,33.09,Obese,5.0,31.8,Weight Loss,3,45,Intermediate,0,1,0,0,0
600,35,Female,199,97,24.49,Normal,5.0,31.7,Muscle Gain,4,60,Intermediate,1,0,0,0,0
601,37,Male,172,43,14.53,Underweight,1.0,5.2,Muscle Gain,3,45,Intermediate,0,0,0,1,0
602,21,Male,193,43,11.54,Underweight,1.0,3.0,Muscle Gain,3,60,Intermediate,0,0,0,1,0
603,34,Male,187,59,16.87,Underweight,2.0,11.5,Muscle Gain,2,30,Beginner,1,0,1,0,0
604,44,Male,169,49,17.16,Underweight,2.0,13.4,Muscle Gain,3,30,Intermediate,0,1,0,0,0
605,38,Male,172,63,21.3,Normal,2.0,16.7,Muscle Gain,4,90,Intermediate,0,0,0,0,0
606,37,Female,194,65,17.27,Underweight,3.0,21.0,Muscle Gain,5,90,Intermediate,1,0,1,0,1
607,22,Male,165,76,27.92,Overweight,3.0,20.8,Maintain,4,60,Intermediate,0,1,0,1,0
608,17,Male,199,124,31.31,Obese,4.0,28.6,Weight Loss,5,45,Intermediate,1,0,0,1,0
609,21,Male,191,93,25.49,Overweight,3.0,18.1,Muscle Gain,5,60,Advanced,0,0,0,0,0
610,28,Male,157,60,24.34,Normal,3.0,19.0,Muscle Gain,2,60,Advanced,0,0,0,1,1
611,42,Female,199,113,28.53,Overweight,5.0,36.1,Weight Loss,3,60,Advanced,1,0,0,1,1
612,30,Female,170,77,26.64,Overweight,5.0,30.6,Muscle Gain,2,30,Beginner,0,0,0,0,1
613,42,Female,150,85,37.78,Obese,5.0,51.0,Weight Loss,4,60,Intermediate,0,0,0,0,1
614,43,Female,157,43,17.44,Underweight,3.0,19.4,Muscle Gain,5,60,Advanced,0,0,0,0,0
615,25,Male,178,99,31.25,Obese,4.0,29.6,Weight Loss,2,90,Intermediate,0,0,0,0,0
616,42,Female,181,96,29.3,Overweight,5.0,37.4,Weight Loss,4,30,Intermediate,1,0,0,1,1
617,38,Male,187,84,24.02,Normal,2.0,17.1,Muscle Gain,4,60,Advanced,1,0,0,1,0
618,46,Male,154,59,24.88,Normal,3.0,22.7,Muscle Gain,4,60,Intermediate,1,1,0,0,0
619,33,Male,196,56,14.58,Underweight,1.0,3.5,Muscle Gain,3,45,Advanced,0,1,0,1,1
620,42,Male,171,110,37.62,Obese,5.0,38.3,Weight Loss,3,30,Intermediate,1,0,0,0,0
621,17,Male,196,43,11.19,Underweight,1.0,3.0,Muscle Gain,2,45,Intermediate,0,1,0,0,1
622,24,Female,183,53,15.83,Underweight,2.0,14.2,Muscle Gain,3,45,Intermediate,1,0,0,0,0
623,31,Female,150,42,18.67,Normal,3.0,23.9,Muscle Gain,2,45,Beginner,0,0,0,0,0
624,38,Female,175,127,41.47,Obese,5.0,51.7,Weight Loss,4,60,Intermediate,1,0,0,0,0
625,30,Female,192,119,32.28,Obese,5.0,39.2,Weight Loss,2,60,Beginner,1,0,0,0,1
626,42,Male,159,97,38.37,Obese,5.0,42.2,Weight Loss,5,60,Beginner,0,0,0,0,1
627,44,Female,179,94,29.34,Overweight,5.0,37.7,Weight Loss,4,90,Intermediate,1,0,0,0,0
628,39,Male,199,43,10.86,Underweight,1.0,3.0,Muscle Gain,4,45,Intermediate,0,0,0,0,0
629,30,Female,167,63,22.59,Normal,4.0,26.4,Maintain,3,45,Intermediate,0,0,0,0,1
630,40,Male,166,73,26.49,Overweight,3.0,22.5,Muscle Gain,4,60,Intermediate,0,0,0,0,0
631,18,Male,175,69,22.53,Normal,2.0,16.9,Maintain,5,30,Beginner,1,1,0,0,0
632,42,Female,157,121,49.09,Obese,5.0,60.0,Weight Loss,2,45,Advanced,1,0,1,0,1
633,30,Male,196,58,15.1,Underweight,1.0,8.2,Muscle Gain,3,45,Intermediate,1,0,1,0,0
634,23,Male,189,70,19.6,Normal,2.0,13.9,Muscle Gain,4,30,Intermediate,0,0,0,1,0
635,19,Female,198,99,25.25,Overweight,4.0,28.7,Maintain,2,90,Beginner,0,1,0,0,0
636,39,Male,161,99,38.19,Obese,5.0,42.4,Weight Loss,2,45,Intermediate,0,1,1,0,1
637,34,Female,176,58,18.72,Normal,3.0,21.7,Muscle Gain,3,45,Beginner,1,0,1,0,1
638,31,Female,157,88,35.7,Obese,5.0,48.4,Weight Loss,2,30,Beginner,0,0,0,1,1
639,41,Female,174,102,33.69,Obese,5.0,41.9,Weight Loss,4,60,Intermediate,1,0,0,0,0
640,44,Male,195,122,32.08,Obese,5.0,33.4,Weight Loss,3,45,Intermediate,0,0,1,0,0
641,26,Male,153,61,26.06,Overweight,3.0,21.0,Maintain,5,60,Advanced,0,0,0,0,0
642,33,Male,182,63,19.02,Normal,2.0,11.7,Muscle Gain,4,45,Advanced,0,1,0,1,0
643,38,Female,150,115,51.11,Obese,5.0,60.0,Weight Loss,4,30,Advanced,1,0,0,0,0
644,42,Male,168,69,24.45,Normal,3.0,22.6,Maintain,4,60,Beginner,0,1,0,0,0
645,41,Female,180,97,29.94,Overweight,5.0,36.2,Weight Loss,5,30,Intermediate,0,0,0,0,0
646,33,Female,165,70,25.71,Overweight,5.0,30.0,Maintain,3,45,Intermediate,1,0,0,0,1
647,29,Male,163,103,38.77,Obese,5.0,40.5,Weight Loss,5,45,Advanced,0,0,1,0,1
648,36,Female,197,58,14.94,Underweight,3.0,18.5,Muscle Gain,4,90,Intermediate,0,0,0,0,1
649,41,Male,154,87,36.68,Obese,5.0,41.0,Weight Loss,4,30,Intermediate,0,0,0,1,0
650,20,Male,190,84,23.27,Normal,2.0,17.8,Maintain,4,60,Advanced,1,1,0,0,0
651,26,Male,175,94,30.69,Obese,5.0,30.2,Weight Loss,3,30,Advanced,0,1,1,0,0
652,19,Male,177,94,30.0,Obese,4.0,26.6,Weight Loss,3,45,Beginner,0,0,1,0,0
653,34,Male,151,57,25.0,Overweight,3.0,19.6,Maintain,4,45,Intermediate,1,0,0,0,1
654,38,Female,199,102,25.76,Overweight,5.0,30.5,Muscle Gain,2,90,Beginner,1,0,0,0,0
655,24,Female,155,86,35.8,Obese,5.0,46.3,Weight Loss,4,45,Intermediate,0,0,0,1,0
656,35,Female,158,114,45.67,Obese,5.0,60.0,Weight Loss,3,30,Intermediate,1,0,0,0,1
657,22,Male,182,96,28.98,Overweight,3.0,21.8,Muscle Gain,2,45,Beginner,0,0,0,0,0
658,42,Male,190,84,23.27,Normal,3.0,18.9,Muscle Gain,2,30,Advanced,1,1,0,0,1
659,22,Male,174,72,23.78,Normal,3.0,20.0,Maintain,2,30,Intermediate,1,0,1,0,0
660,49,Female,197,56,14.43,Underweight,3.0,18.9,Muscle Gain,4,60,Intermediate,1,0,0,1,0
661,38,Male,162,109,41.53,Obese,5.0,44.1,Weight Loss,3,30,Intermediate,0,0,0,0,0
662,37,Female,158,43,17.22,Underweight,3.0,20.6,Muscle Gain,5,30,Intermediate,1,0,0,1,0
663,22,Female,162,59,22.48,Normal,4.0,24.0,Muscle Gain,4,60,Intermediate,0,0,0,0,1
664,22,Male,180,86,26.54,Overweight,3.0,20.3,Muscle Gain,2,45,Beginner,1,1,1,0,0
665,20,Male,190,54,14.96,Underweight,1.0,3.9,Muscle Gain,4,30,Beginner,1,0,0,1,0
666,46,Female,160,109,42.58,Obese,5.0,54.9,Weight Loss,5,45,Intermediate,1,0,0,1,1
667,27,Male,153,86,36.74,Obese,5.0,37.7,Weight Loss,4,60,Intermediate,1,0,1,0,0
668,46,Female,183,117,34.94,Obese,5.0,46.4,Weight Loss,2,45,Advanced,1,0,1,0,0
669,47,Male,187,114,32.6,Obese,5.0,35.4,Weight Loss,5,45,Intermediate,0,0,0,1,0
670,40,Male,195,48,12.62,Underweight,1.0,6.7,Muscle Gain,4,30,Intermediate,0,0,1,1,1
671,25,Female,153,129,55.11,Obese,5.0,60.0,Weight Loss,2,60,Beginner,1,0,0,0,0
672,19,Male,187,55,15.73,Underweight,1.0,6.5,Muscle Gain,2,45,Beginner,0,0,1,0,0
673,47,Female,168,108,38.27,Obese,5.0,51.5,Weight Loss,4,60,Beginner,1,0,1,0,0
674,40,Male,155,100,41.62,Obese,5.0,47.2,Weight Loss,2,90,Advanced,1,0,0,0,0
675,47,Female,183,49,14.63,Underweight,2.0,17.2,Muscle Gain,5,60,Advanced,1,1,1,0,0
676,22,Female,167,89,31.91,Obese,5.0,39.9,Weight Loss,3,45,Intermediate,0,0,0,0,1
677,18,Male,162,42,16.0,Underweight,1.0,6.4,Muscle Gain,5,45,Advanced,0,0,0,0,0
678,36,Female,190,116,32.13,Obese,5.0,40.2,Weight Loss,4,45,Beginner,1,0,1,0,1
679,44,Male,172,109,36.84,Obese,5.0,36.7,Weight Loss,2,30,Beginner,0,0,1,0,0
680,27,Male,168,120,42.52,Obese,5.0,45.0,Weight Loss,2,30,Intermediate,1,0,0,0,0
681,20,Male,194,90,23.91,Normal,3.0,18.5,Muscle Gain,4,60,Beginner,0,0,0,0,0
682,31,Female,160,58,22.66,Normal,4.0,26.4,Muscle Gain,4,45,Intermediate,1,0,1,0,0
683,22,Female,150,81,36.0,Obese,5.0,45.4,Weight Loss,4,45,Intermediate,0,0,0,0,0
684,46,Male,173,74,24.73,Normal,3.0,21.8,Muscle Gain,3,60,Intermediate,1,1,1,1,1
685,18,Male,156,85,34.93,Obese,5.0,33.4,Weight Loss,3,60,Advanced,1,1,0,0,0
686,31,Female,174,65,21.47,Normal,4.0,24.0,Muscle Gain,2,30,Beginner,0,1,0,0,0
687,27,Male,170,108,37.37,Obese,5.0,39.3,Weight Loss,4,90,Intermediate,1,1,1,1,1
688,24,Male,164,103,38.3,Obese,5.0,36.5,Weight Loss,2,30,Beginner,0,0,0,0,0
689,42,Female,150,76,33.78,Obese,5.0,43.9,Weight Loss,3,60,Intermediate,1,0,0,0,1
690,21,Male,161,123,47.45,Obese,5.0,47.3,Weight Loss,4,60,Intermediate,0,0,1,0,0
691,22,Female,156,88,36.16,Obese,5.0,42.5,Weight Loss,5,60,Advanced,0,0,0,0,0
692,42,Male,164,60,22.31,Normal,3.0,18.5,Muscle Gain,3,60,Advanced,1,1,0,0,0
693,20,Female,170,113,39.1,Obese,5.0,47.2,Weight Loss,3,30,Intermediate,0,0,0,0,1
694,35,Male,168,103,36.49,Obese,5.0,39.0,Weight Loss,4,45,Intermediate,1,1,0,0,0
695,36,Male,178,44,13.89,Underweight,1.0,3.0,Muscle Gain,4,60,Intermediate,0,0,0,0,0
696,49,Female,174,109,36.0,Obese,5.0,48.2,Weight Loss,3,45,Intermediate,1,0,0,0,0
697,36,Male,182,129,38.94,Obese,5.0,39.6,Weight Loss,5,90,Advanced,0,1,0,0,1
698,28,Female,198,43,10.97,Underweight,2.0,10.0,Muscle Gain,5,45,Advanced,0,0,0,0,1
699,17,Male,181,78,23.81,Normal,2.0,14.2,Muscle Gain,3,45,Intermediate,0,0,0,0,0
700,42,Female,198,74,18.88,Normal,3.0,23.4,Muscle Gain,3,45,Intermediate,1,1,0,0,1
